MEMBER_NBR,TERM,OPEN_DATE,LOAN_AMOUNT,RATE,CREDIT_SCORE_AT_ORIG,6_MOS_SCORE_CHG,TARGET_DATE,TIME_OBSERVED,CO,STATUS
1703250,60,2022-07-20 00:00:00.000,18000,9.4,774,19,8/31/2023,13,0,CLOSED
2012810,60,2024-06-21 00:00:00.000,15000,12.99,710,-10,11/30/2024,5,0,CLOSED
1637510,60,2021-04-14 00:00:00.000,30000,9.49,701,-18,3/31/2024,35,0,CLOSED
1610110,60,2021-05-14 00:00:00.000,28000,12.4,667,9,,44,0,OPEN
1724600,36,2021-08-19 00:00:00.000,6104.09,14.4,629,-35,8/31/2024,36,1,DEFAULT
1708340,48,2022-01-18 00:00:00.000,10000,11.49,661,5,10/31/2022,9,0,CLOSED
1691220,48,2021-08-20 00:00:00.000,9961.74,10.4,735,-4,11/30/2024,39,0,CLOSED
1714300,48,2021-11-10 00:00:00.000,8700,11.4,674,-22,,38,0,OPEN
6969,48,2024-02-20 00:00:00.000,5000,13.49,674,-35,,11,0,OPEN
1389920,48,2022-04-25 00:00:00.000,6500,14.4,630,-71,11/30/2024,31,0,CLOSED
1356080,48,2022-06-17 00:00:00.000,10000,9.4,746,16,,31,0,OPEN
1515680,60,2024-05-14 00:00:00.000,25000,11.99,818,-31,11/30/2024,6,0,CLOSED
1790330,36,2021-07-26 00:00:00.000,4000,11.4,671,-114,,42,0,OPEN
58836,60,2022-04-01 00:00:00.000,30000,8.49,818,-22,7/31/2022,3,0,CLOSED
1419360,60,2022-04-18 00:00:00.000,23700,11.4,683,-22,,33,0,OPEN
57307,60,2024-03-20 00:00:00.000,16000,12.49,730,50,,10,0,OPEN
468480,36,2022-03-04 00:00:00.000,15000,8.49,839,-40,4/30/2024,25,0,CLOSED
1037260,24,2024-06-25 00:00:00.000,10445,13.99,686,-3,,7,0,OPEN
1044170,48,2022-01-14 00:00:00.000,12000,8.49,808,-40,12/31/2024,35,0,CLOSED
1329980,60,2022-05-12 00:00:00.000,25000,9.4,759,-16,,32,0,OPEN
1800900,60,2022-10-05 00:00:00.000,40000,10.9,724,-75,8/31/2023,10,1,DEFAULT
1804020,60,2023-02-15 00:00:00.000,15000,12.9,742,3,,23,0,OPEN
1287030,60,2021-10-18 00:00:00.000,27279,9.4,756,30,10/31/2022,12,0,CLOSED
920630,60,2022-04-07 00:00:00.000,50000,8.49,786,1,10/31/2024,30,0,CLOSED
1233950,36,2023-07-11 00:00:00.000,6000,14.4,823,-8,8/31/2023,1,0,CLOSED
1856110,60,2024-10-09 00:00:00.000,20000,12.99,724,0,,3,0,OPEN
1321810,60,2022-10-11 00:00:00.000,15000,9.9,807,-48,10/31/2022,0,0,CLOSED
1414380,60,2023-07-07 00:00:00.000,15000,14.4,803,-31,8/31/2023,1,0,CLOSED
2085890,48,2024-08-29 00:00:00.000,7500,12.99,0,0,,5,0,OPEN
269080,60,2023-03-21 00:00:00.000,15000,14.9,686,1,,22,0,OPEN
1182760,60,2023-08-24 00:00:00.000,25000,12.9,785,18,,17,0,OPEN
1750780,60,2022-01-21 00:00:00.000,19000,10.49,679,-61,,36,0,OPEN
1714770,48,2022-03-08 00:00:00.000,15000,11.49,669,-6,,34,0,OPEN
1682090,48,2022-08-12 00:00:00.000,10000,9.4,793,-18,1/31/2023,5,0,CLOSED
1758130,60,2023-02-25 00:00:00.000,20000,13.9,724,-88,,23,0,OPEN
1607330,48,2021-12-03 00:00:00.000,10000,11.4,686,21,1/31/2024,25,0,CLOSED
1617370,48,2022-01-04 00:00:00.000,5400.69,11.49,655,10,,36,0,OPEN
1830190,36,2023-01-12 00:00:00.000,14652,15.9,667,50,,24,0,OPEN
1307240,60,2021-02-10 00:00:00.000,18730.56,8.49,759,41,,47,0,OPEN
613333,48,2022-03-10 00:00:00.000,7500,9.49,736,-4,10/31/2023,19,0,CLOSED
1355600,60,2022-10-19 00:00:00.000,22750,11.9,693,25,,27,0,OPEN
1213250,48,2023-01-09 00:00:00.000,4782.69,12.9,821,-54,4/30/2023,3,0,CLOSED
2061370,48,2022-06-13 00:00:00.000,8000,10.4,720,0,,31,0,OPEN
1644910,48,2022-09-20 00:00:00.000,7000,11.4,673,6,9/30/2023,12,0,CLOSED
1619350,60,2022-11-22 00:00:00.000,33710.66,11.9,684,19,,26,0,OPEN
2062630,60,2024-05-15 00:00:00.000,15000,12.99,717,-24,,8,0,OPEN
893260,48,2021-06-04 00:00:00.000,4000,14.4,625,11,,43,0,OPEN
1659140,60,2021-09-08 00:00:00.000,17000,11.4,673,-14,4/30/2023,19,1,DEFAULT
1395110,48,2022-01-14 00:00:00.000,6000,10.49,698,-69,9/30/2022,8,1,DEFAULT
1432980,48,2022-03-15 00:00:00.000,12000,8.49,832,-1,3/31/2023,12,0,CLOSED
1847680,36,2024-03-13 00:00:00.000,3500,12.49,706,20,,10,0,OPEN
7372,48,2022-04-27 00:00:00.000,10400,10.4,727,27,10/31/2022,6,0,CLOSED
1696450,24,2023-08-09 00:00:00.000,29000,13.9,705,38,,17,0,OPEN
719000,48,2023-11-10 00:00:00.000,12500,12.9,794,-25,11/30/2023,0,0,CLOSED
1356380,60,2023-11-10 00:00:00.000,20000,15.9,662,-2,,14,0,OPEN
1373270,48,2024-06-04 00:00:00.000,3500,12.99,722,-21,,7,0,OPEN
312840,60,2021-02-03 00:00:00.000,16642.23,9.49,727,36,2/28/2023,24,0,CLOSED
1821350,48,2021-11-29 00:00:00.000,11000,12.4,667,39,5/31/2024,30,1,DEFAULT
428930,48,2022-04-04 00:00:00.000,14489.3,9.4,747,-3,6/30/2023,14,0,CLOSED
882550,60,2023-04-07 00:00:00.000,16094.02,15.4,725,44,,21,0,OPEN
1309440,60,2021-11-10 00:00:00.000,23069,9.4,748,-1,5/31/2023,18,0,CLOSED
1665020,48,2022-10-13 00:00:00.000,10000,9.9,834,9,,27,0,OPEN
1862230,48,2022-12-02 00:00:00.000,6000,10.9,704,12,9/30/2024,21,0,CLOSED
1898230,48,2023-01-10 00:00:00.000,13000,13.9,710,-14,,24,0,OPEN
1858210,60,2022-03-08 00:00:00.000,23150,8.49,780,50,,34,0,OPEN
68658,60,2024-06-07 00:00:00.000,30000,11.99,799,50,,7,0,OPEN
1467380,48,2022-08-29 00:00:00.000,7000,11.4,683,-23,4/30/2023,8,1,DEFAULT
1984610,48,2023-06-23 00:00:00.000,5000,15.4,713,-2,,19,0,OPEN
865080,48,2023-07-27 00:00:00.000,13000,12.9,825,6,,18,0,OPEN
2051500,48,2024-03-22 00:00:00.000,19000,14.49,667,-22,,10,0,OPEN
1035330,48,2021-02-24 00:00:00.000,5000,9.49,701,-6,,47,0,OPEN
1596570,60,2023-05-26 00:00:00.000,15000,14.4,772,-77,,20,0,OPEN
1045770,60,2024-02-27 00:00:00.000,24000,12.49,732,23,,11,0,OPEN
498390,24,2024-09-13 00:00:00.000,5000,13.99,683,0,,4,0,OPEN
1629730,48,2023-11-20 00:00:00.000,8500,14.9,679,16,2/29/2024,3,0,CLOSED
1839920,48,2024-06-05 00:00:00.000,7075,14.49,652,-33,,7,0,OPEN
57114,24,2021-08-03 00:00:00.000,10000,9.4,844,-42,3/31/2023,19,0,CLOSED
1401580,36,2022-03-24 00:00:00.000,7171.47,13.49,646,12,,34,0,OPEN
1884150,24,2022-05-27 00:00:00.000,7000,9.4,768,26,2/28/2023,9,0,CLOSED
1949170,48,2022-09-26 00:00:00.000,7200,14.4,641,2,10/31/2023,13,1,DEFAULT
1302820,60,2022-09-27 00:00:00.000,25000,9.9,752,69,,28,0,OPEN
746160,48,2024-04-18 00:00:00.000,5000,12.9,774,66,9/30/2024,5,0,CLOSED
1095700,24,2025-01-10 00:00:00.000,3100,12.99,710,0,,0,0,OPEN
1603220,48,2025-01-14 00:00:00.000,7500,12.99,723,0,,0,0,OPEN
1200950,60,2021-02-18 00:00:00.000,50000,8.49,743,24,10/31/2022,20,0,CLOSED
1614850,48,2021-02-12 00:00:00.000,20000,10.49,692,34,,47,0,OPEN
1617150,48,2021-04-06 00:00:00.000,5000,9.49,722,35,,45,0,OPEN
1514250,36,2021-09-09 00:00:00.000,5000,14.4,637,-97,6/30/2022,9,1,DEFAULT
1715350,48,2021-07-01 00:00:00.000,6015.39,14.4,629,26,4/30/2022,9,1,DEFAULT
1743820,60,2021-07-29 00:00:00.000,21200,9.4,763,25,,42,0,OPEN
171890,48,2024-08-27 00:00:00.000,10000,11.99,799,0,,5,0,OPEN
1895860,60,2024-09-24 00:00:00.000,20000,12.99,712,0,,4,0,OPEN
648390,60,2023-01-05 00:00:00.000,16000,12.9,764,16,5/31/2024,16,0,CLOSED
1243810,48,2024-08-21 00:00:00.000,5000,12.99,734,0,,5,0,OPEN
1400150,48,2021-02-11 00:00:00.000,12000,13.49,638,-13,,47,0,OPEN
1392150,36,2021-06-21 00:00:00.000,7200,10.4,722,-3,8/31/2024,38,0,CLOSED
336700,48,2021-11-24 00:00:00.000,9400,12.4,664,35,6/30/2024,31,1,DEFAULT
1810030,36,2022-12-01 00:00:00.000,3200,9.9,814,13,,25,0,OPEN
1925800,48,2023-04-27 00:00:00.000,7500,16.4,0,0,,21,0,OPEN
1527930,60,2023-08-01 00:00:00.000,24000,13.9,727,32,,17,0,OPEN
70058,48,2024-04-29 00:00:00.000,23000,11.99,813,9,,9,0,OPEN
1223140,48,2024-07-12 00:00:00.000,25000,13.99,687,82,,6,0,OPEN
1949220,48,2024-08-30 00:00:00.000,10000,11.99,846,0,,5,0,OPEN
154170,60,2024-09-26 00:00:00.000,15246.52,11.99,793,0,,4,0,OPEN
1370260,36,2024-11-19 00:00:00.000,10000,13.99,677,0,,2,0,OPEN
2062840,36,2024-11-22 00:00:00.000,3001,12.99,713,0,,2,0,OPEN
1951110,60,2024-12-27 00:00:00.000,17000,12.99,707,0,,1,0,OPEN
1241340,48,2022-01-14 00:00:00.000,6000,9.49,720,-18,,36,0,OPEN
1611430,36,2023-08-21 00:00:00.000,15000,13.9,723,38,,17,0,OPEN
2044420,60,2024-02-23 00:00:00.000,30000,12.49,731,92,,11,0,OPEN
2047370,48,2024-04-05 00:00:00.000,7000,12.9,777,-7,,9,0,OPEN
1239370,60,2021-03-25 00:00:00.000,25000,8.49,760,-13,,46,0,OPEN
1820000,48,2021-10-20 00:00:00.000,10000,10.4,712,15,7/31/2023,21,1,DEFAULT
1718830,60,2022-02-03 00:00:00.000,18000,8.49,798,12,8/31/2022,6,0,CLOSED
1598070,60,2025-01-09 00:00:00.000,20000,11.99,769,0,,0,0,OPEN
2053490,60,2024-11-04 00:00:00.000,15000,11.49,773,0,,2,0,OPEN
1457040,48,2021-03-29 00:00:00.000,5000,11.49,665,4,5/31/2022,14,1,DEFAULT
1128970,60,2022-03-30 00:00:00.000,22500,8.49,799,-43,11/30/2022,8,0,CLOSED
1262250,60,2023-02-01 00:00:00.000,15000,12.9,784,28,,23,0,OPEN
1607330,48,2024-01-30 00:00:00.000,10000,12.49,704,-29,,12,0,OPEN
245810,36,2023-01-09 00:00:00.000,10000,13.9,731,-6,,24,0,OPEN
1193360,60,2023-02-07 00:00:00.000,30000,12.9,742,-4,,23,0,OPEN
1050190,48,2024-01-17 00:00:00.000,6000,13.49,677,8,,12,0,OPEN
1386500,60,2024-03-28 00:00:00.000,50000,11.49,863,-58,,10,0,OPEN
1835260,60,2024-05-28 00:00:00.000,18000,12.99,729,-4,,8,0,OPEN
1819710,60,2021-10-13 00:00:00.000,20000,9.4,834,14,10/31/2024,36,0,CLOSED
1813530,48,2022-06-30 00:00:00.000,35000,9.4,761,30,,31,0,OPEN
1084560,24,2022-12-10 00:00:00.000,10000,9.9,796,-7,,25,0,OPEN
1668030,24,2022-12-02 00:00:00.000,5000,9.9,751,-39,12/31/2022,0,0,CLOSED
1315540,60,2022-02-18 00:00:00.000,30500,9.49,733,-103,8/31/2022,6,0,CLOSED
1932440,48,2022-10-28 00:00:00.000,8300,10.9,739,-45,,27,0,OPEN
1863020,60,2024-05-24 00:00:00.000,36000,11.99,860,-7,,8,0,OPEN
1844600,60,2024-08-23 00:00:00.000,15000,13.99,670,0,,5,0,OPEN
2010750,48,2023-11-20 00:00:00.000,12500,14.9,677,46,,14,0,OPEN
1266300,60,2024-03-19 00:00:00.000,30000,11.49,741,12,,10,0,OPEN
2055600,60,2024-04-11 00:00:00.000,30000,12.9,777,-43,6/30/2024,2,0,CLOSED
1087700,60,2024-08-08 00:00:00.000,30000,11.99,817,0,,5,0,OPEN
1359360,48,2024-01-23 00:00:00.000,10000,11.49,785,-3,,12,0,OPEN
1836860,60,2024-01-16 00:00:00.000,19500,14.49,665,-25,,12,0,OPEN
1599640,12,2024-02-02 00:00:00.000,4000,11.49,746,-37,4/30/2024,2,0,CLOSED
707330,60,2024-04-19 00:00:00.000,30000,14.9,692,-2,,9,0,OPEN
1443540,48,2024-04-02 00:00:00.000,4200,16.49,645,20,,9,0,OPEN
2066680,48,2024-06-06 00:00:00.000,7000,11.99,772,8,,7,0,OPEN
1712570,48,2022-09-29 00:00:00.000,7500,10.9,708,34,,28,0,OPEN
6857,60,2023-05-04 00:00:00.000,16807,14.4,803,10,,20,0,OPEN
2002940,60,2023-08-02 00:00:00.000,20000,14.9,692,16,,17,0,OPEN
1377120,48,2023-10-06 00:00:00.000,5888.16,20.9,581,18,,15,0,OPEN
1580380,36,2022-02-09 00:00:00.000,9000,10.49,677,-4,7/31/2023,17,0,CLOSED
1118660,48,2022-09-22 00:00:00.000,7142.24,11.4,678,31,3/31/2023,6,0,CLOSED
1875010,60,2022-09-29 00:00:00.000,17500,14.4,649,53,,28,0,OPEN
2019950,24,2023-11-02 00:00:00.000,6500,17.9,0,0,,14,0,OPEN
1736030,60,2024-06-17 00:00:00.000,16000,11.99,771,-16,,7,0,OPEN
2042750,48,2024-06-14 00:00:00.000,13975.41,14.99,666,-32,,7,0,OPEN
1135440,48,2021-03-02 00:00:00.000,8000,8.49,828,14,,46,0,OPEN
1158590,48,2021-03-15 00:00:00.000,12000,8.49,753,27,9/30/2024,42,0,CLOSED
1027110,48,2021-11-22 00:00:00.000,6500,12.4,660,-2,5/31/2023,18,0,CLOSED
1534640,48,2022-04-26 00:00:00.000,8000,9.4,760,-51,7/31/2023,15,1,DEFAULT
800550,48,2022-07-29 00:00:00.000,4749,9.4,831,3,6/30/2024,23,0,CLOSED
1402970,48,2022-07-20 00:00:00.000,10000,11.4,676,27,,30,0,OPEN
1489130,48,2023-10-18 00:00:00.000,6500,15.9,667,-70,,15,0,OPEN
2005850,48,2023-12-21 00:00:00.000,12869.39,14.9,695,5,,13,0,OPEN
1629730,48,2024-03-20 00:00:00.000,12000,13.49,695,-3,,10,0,OPEN
2027710,48,2024-03-07 00:00:00.000,12000,14.49,658,2,,10,0,OPEN
304580,48,2024-10-30 00:00:00.000,7600,11.99,792,0,,3,0,OPEN
1619270,36,2021-02-24 00:00:00.000,5000,10.49,698,12,2/29/2024,36,0,CLOSED
1378440,48,2021-09-10 00:00:00.000,7000,12.4,666,-37,1/31/2024,28,1,DEFAULT
1882350,48,2023-03-02 00:00:00.000,9552,17.9,622,-81,10/31/2024,19,1,DEFAULT
1354810,48,2023-07-27 00:00:00.000,7000,12.9,760,8,,18,0,OPEN
1346580,48,2023-02-03 00:00:00.000,4047,15.9,651,18,9/30/2024,19,0,CLOSED
1686930,36,2023-05-31 00:00:00.000,15000,17.4,667,-3,,20,0,OPEN
11469,60,2024-03-26 00:00:00.000,30000,11.49,810,-76,5/31/2024,2,0,CLOSED
75066,60,2024-11-18 00:00:00.000,19914.34,11.99,780,0,,2,0,OPEN
747930,60,2021-02-04 00:00:00.000,15000,8.49,776,-17,3/31/2023,25,0,CLOSED
1089370,36,2021-08-25 00:00:00.000,3001,9.4,767,-91,6/30/2024,34,0,CLOSED
1846000,48,2022-01-31 00:00:00.000,7500,8.49,0,0,,36,0,OPEN
1686300,60,2022-03-17 00:00:00.000,28000,8.49,768,-21,,34,0,OPEN
2053810,24,2024-04-16 00:00:00.000,6000,20.9,608,67,,9,0,OPEN
1718760,48,2024-06-18 00:00:00.000,3300,11.99,803,-119,,7,0,OPEN
321090,48,2024-10-24 00:00:00.000,6700,11.99,787,0,,3,0,OPEN
1933960,60,2024-11-26 00:00:00.000,21000,12.99,715,0,,2,0,OPEN
1599560,48,2021-11-05 00:00:00.000,14037,11.4,670,-45,3/31/2023,16,0,CLOSED
1513690,60,2022-04-04 00:00:00.000,20000,9.49,737,23,11/30/2023,19,0,CLOSED
1889640,48,2024-01-10 00:00:00.000,7343.19,11.49,803,4,,12,0,OPEN
1619130,60,2024-04-25 00:00:00.000,20000,13.99,674,-20,,9,0,OPEN
1077400,60,2023-09-15 00:00:00.000,16000,14.9,683,65,,16,0,OPEN
1261600,60,2024-10-16 00:00:00.000,9000,16.99,645,0,,3,0,OPEN
749830,48,2021-03-26 00:00:00.000,6000,8.49,821,-23,7/31/2023,28,0,CLOSED
973650,60,2023-10-20 00:00:00.000,21274.75,17.9,625,97,,15,0,OPEN
1778680,48,2021-10-08 00:00:00.000,10000,11.4,683,-186,8/31/2022,10,1,DEFAULT
222560,48,2021-08-04 00:00:00.000,5000,9.4,787,67,3/31/2024,31,0,CLOSED
1672130,48,2024-07-09 00:00:00.000,10000,13.99,696,-21,,6,0,OPEN
1285850,48,2021-03-19 00:00:00.000,12960,9.49,716,5,8/31/2024,41,0,CLOSED
1568780,60,2023-08-11 00:00:00.000,18533.07,15.9,651,47,,17,0,OPEN
2025280,48,2023-12-06 00:00:00.000,4000,13.9,737,-2,12/31/2024,12,0,CLOSED
1062330,48,2024-07-23 00:00:00.000,8557,12.99,731,-8,,6,0,OPEN
1705820,48,2024-08-13 00:00:00.000,10000,12.99,700,0,,5,0,OPEN
1603470,88,2024-10-21 00:00:00.000,68627.69,8.74,684,0,,3,0,OPEN
1126860,36,2022-02-09 00:00:00.000,18000,8.49,804,-16,11/30/2023,21,0,CLOSED
1813000,48,2022-06-09 00:00:00.000,12000,10.4,733,-68,10/31/2024,28,0,CLOSED
1570360,60,2022-08-09 00:00:00.000,45000,10.4,718,-5,,29,0,OPEN
478340,48,2023-09-06 00:00:00.000,8000,12.9,806,1,,16,0,OPEN
1020940,60,2021-04-14 00:00:00.000,50000,10.4,738,-25,,45,0,OPEN
838150,60,2021-08-11 00:00:00.000,15000,10.4,720,-5,,41,0,OPEN
1120210,36,2022-08-12 00:00:00.000,4000,12.4,655,9,12/31/2023,16,0,CLOSED
1037170,60,2023-11-27 00:00:00.000,15000,12.9,753,20,,14,0,OPEN
984920,60,2024-04-17 00:00:00.000,18000,12.9,825,-5,,9,0,OPEN
570140,36,2024-05-16 00:00:00.000,15000,12.99,738,31,,8,0,OPEN
1789010,48,2024-06-18 00:00:00.000,11360,13.99,678,-2,,7,0,OPEN
2088390,48,2024-09-09 00:00:00.000,8000,14.99,659,0,,4,0,OPEN
1228770,60,2021-03-15 00:00:00.000,30000,9.49,735,-8,5/31/2024,38,1,DEFAULT
62759,24,2022-03-11 00:00:00.000,20000,9.49,723,28,2/29/2024,23,0,CLOSED
1872920,48,2022-06-30 00:00:00.000,7500,11.4,0,0,,31,0,OPEN
1097610,48,2022-11-07 00:00:00.000,8000,11.9,691,2,,26,0,OPEN
1682250,48,2024-05-02 00:00:00.000,10000,13.99,678,-6,,8,0,OPEN
2072070,48,2024-06-27 00:00:00.000,5000,13.99,685,5,,7,0,OPEN
1673750,60,2021-07-02 00:00:00.000,17000,11.4,683,16,,42,0,OPEN
1392600,48,2022-11-28 00:00:00.000,50000,10.9,728,9,,26,0,OPEN
364870,48,2023-03-09 00:00:00.000,8000,12.9,813,14,,22,0,OPEN
347600,24,2023-04-08 00:00:00.000,3500,14.4,743,-4,2/29/2024,10,0,CLOSED
1719470,36,2021-06-14 00:00:00.000,4000,12.4,667,-192,3/31/2024,33,0,CLOSED
1870240,60,2023-04-11 00:00:00.000,30000,12.9,787,-76,,21,0,OPEN
1565880,48,2023-10-17 00:00:00.000,5000,12.9,773,8,10/31/2024,12,0,CLOSED
2107420,60,2024-12-06 00:00:00.000,15000,11.99,766,0,,1,0,OPEN
1204640,24,2021-12-06 00:00:00.000,4000,11.4,696,-46,10/31/2022,10,1,DEFAULT
1746240,60,2022-04-25 00:00:00.000,28500,11.4,678,-22,,33,0,OPEN
1294490,48,2023-03-06 00:00:00.000,10500,20.9,618,33,,22,0,OPEN
1665860,36,2023-09-28 00:00:00.000,4000,12.9,768,-45,,16,0,OPEN
1718280,60,2021-03-15 00:00:00.000,40000,10.49,690,15,,46,0,OPEN
2041320,48,2024-02-14 00:00:00.000,10000,12.99,681,17,,11,0,OPEN
1537510,48,2024-07-29 00:00:00.000,10067.85,13.99,694,45,,6,0,OPEN
1653510,48,2024-05-10 00:00:00.000,7000,12.99,721,-15,5/31/2024,0,0,CLOSED
1439040,36,2024-10-17 00:00:00.000,3001,12.99,701,0,,3,0,OPEN
1298370,48,2025-01-10 00:00:00.000,13100,13.99,681,0,,0,0,OPEN
1778780,48,2021-07-02 00:00:00.000,23000,11.4,699,52,3/31/2024,32,0,CLOSED
1764200,60,2022-03-02 00:00:00.000,30000,9.49,703,55,,34,0,OPEN
1939570,48,2023-06-05 00:00:00.000,12000,17.4,662,19,,19,0,OPEN
1879220,60,2024-03-06 00:00:00.000,22541.17,13.49,690,5,,10,0,OPEN
428940,60,2021-07-07 00:00:00.000,25000,9.4,855,-109,,42,0,OPEN
1460710,60,2022-02-19 00:00:00.000,27206,9.49,733,14,,35,0,OPEN
943770,60,2023-05-09 00:00:00.000,25000,15.4,719,-37,,20,0,OPEN
2067680,48,2024-06-06 00:00:00.000,3001,12.99,705,19,,7,0,OPEN
2074640,48,2024-07-08 00:00:00.000,5500,11.99,778,-153,,6,0,OPEN
1320570,48,2021-03-10 00:00:00.000,13606.66,9.49,701,6,2/29/2024,35,0,CLOSED
1614420,60,2023-01-07 00:00:00.000,28790.94,13.9,713,70,,24,0,OPEN
1877850,46,2023-09-14 00:00:00.000,11809.87,14.9,688,45,2/29/2024,5,0,CLOSED
1938010,48,2024-01-02 00:00:00.000,14000,12.9,828,-163,,12,0,OPEN
1531280,48,2022-04-28 00:00:00.000,6000,11.4,673,27,,33,0,OPEN
1652890,48,2022-08-26 00:00:00.000,12000,10.4,704,37,,29,0,OPEN
941290,36,2023-08-21 00:00:00.000,10000,12.9,767,21,,17,0,OPEN
1827100,48,2021-02-26 00:00:00.000,5000,8.49,788,0,,47,0,OPEN
1096430,24,2021-04-22 00:00:00.000,3500,9.4,796,-128,1/31/2023,21,0,CLOSED
1387940,60,2023-11-24 00:00:00.000,15000,12.9,775,27,,14,0,OPEN
1663840,60,2022-02-22 00:00:00.000,29914.81,8.49,795,27,,35,0,OPEN
1699630,60,2022-04-11 00:00:00.000,22689.44,9.49,726,63,,33,0,OPEN
780640,60,2022-08-17 00:00:00.000,20000,9.4,818,-10,8/31/2022,0,0,CLOSED
1979300,60,2023-03-24 00:00:00.000,15000,13.9,700,-3,,22,0,OPEN
1556660,48,2024-09-16 00:00:00.000,7000,11.99,740,0,,4,0,OPEN
1620330,48,2024-12-13 00:00:00.000,6000,11.99,786,0,,1,0,OPEN
1304610,60,2021-04-05 00:00:00.000,30000,8.49,757,-31,,45,0,OPEN
1340780,43,2021-09-08 00:00:00.000,28000,11.4,697,28,8/31/2022,11,0,CLOSED
1582280,48,2022-05-16 00:00:00.000,8508.2,11.4,681,-10,,32,0,OPEN
1894850,60,2024-09-30 00:00:00.000,30000,12.99,720,0,,4,0,OPEN
2037510,60,2024-03-14 00:00:00.000,15470,13.49,670,105,9/30/2024,6,0,CLOSED
2087400,48,2024-09-06 00:00:00.000,30000,11.99,824,0,,4,0,OPEN
289150,24,2024-12-13 00:00:00.000,3001,12.99,703,0,,1,0,OPEN
1475040,60,2022-05-13 00:00:00.000,20000,10.49,690,27,3/31/2023,10,0,CLOSED
1252420,60,2022-06-27 00:00:00.000,20000,11.4,699,40,,31,0,OPEN
1702670,48,2022-06-30 00:00:00.000,4900,12.4,656,5,7/31/2024,25,1,DEFAULT
1617160,48,2022-12-13 00:00:00.000,8000,14.9,622,55,,25,0,OPEN
1188100,48,2022-03-24 00:00:00.000,9709.94,8.49,764,-6,,34,0,OPEN
2090670,36,2022-11-07 00:00:00.000,5000,9.9,812,0,6/30/2023,7,0,CLOSED
2032360,60,2023-12-22 00:00:00.000,15000,14.9,695,56,11/30/2024,11,0,CLOSED
1632970,12,2021-09-03 00:00:00.000,4000,10.4,719,-11,9/30/2022,12,0,CLOSED
1859480,48,2022-03-22 00:00:00.000,7500,11.49,0,0,7/31/2023,16,0,CLOSED
1335000,60,2023-04-08 00:00:00.000,15000,14.4,815,-77,8/31/2023,4,0,CLOSED
1943090,60,2024-07-11 00:00:00.000,26000,11.99,862,-145,,6,0,OPEN
1544280,48,2021-05-24 00:00:00.000,12000,10.4,723,-62,5/31/2024,36,1,DEFAULT
1470830,60,2022-08-10 00:00:00.000,37000,9.4,766,-23,11/30/2024,27,0,CLOSED
270430,48,2022-09-19 00:00:00.000,4000,9.4,744,20,6/30/2023,9,0,CLOSED
1285750,48,2023-11-16 00:00:00.000,9500,13.9,701,-46,,14,0,OPEN
859120,48,2024-05-22 00:00:00.000,5500,11.99,821,-24,6/30/2024,1,0,CLOSED
1724040,48,2021-05-14 00:00:00.000,9000,14.4,642,6,,44,0,OPEN
325210,60,2022-01-04 00:00:00.000,30000,8.49,796,-13,2/28/2023,13,0,CLOSED
1852810,48,2022-07-28 00:00:00.000,15500,12.4,650,-31,7/31/2023,12,1,DEFAULT
1599560,48,2023-03-07 00:00:00.000,22500,15.9,650,-19,7/31/2024,16,1,DEFAULT
2054550,48,2024-06-03 00:00:00.000,10000,11.99,755,26,,7,0,OPEN
1446680,60,2024-10-03 00:00:00.000,20000,13.99,695,0,,3,0,OPEN
1780880,48,2021-12-17 00:00:00.000,5774.77,11.4,681,-4,,37,0,OPEN
1893600,36,2023-06-05 00:00:00.000,3500,19.4,646,4,,19,0,OPEN
1629730,48,2023-08-30 00:00:00.000,7500,14.9,685,0,9/30/2023,1,0,CLOSED
2010270,48,2023-09-11 00:00:00.000,7000,12.9,745,1,12/31/2023,3,0,CLOSED
312300,60,2024-07-22 00:00:00.000,21000,11.99,785,-3,,6,0,OPEN
1157390,48,2021-03-03 00:00:00.000,12000,11.49,652,-1,,46,0,OPEN
634030,60,2021-10-15 00:00:00.000,22000,9.4,807,-3,,39,0,OPEN
1567030,60,2022-01-24 00:00:00.000,15000,9.49,715,92,,36,0,OPEN
1393320,60,2022-03-24 00:00:00.000,23200,10.49,687,20,,34,0,OPEN
1402970,60,2023-09-13 00:00:00.000,15000,14.9,688,-24,,16,0,OPEN
2017130,36,2024-04-30 00:00:00.000,3001,16.99,644,-14,,9,0,OPEN
1219280,60,2024-08-13 00:00:00.000,30000,11.99,839,0,,5,0,OPEN
8442,36,2024-12-06 00:00:00.000,5445,11.99,830,0,,1,0,OPEN
1478080,60,2023-11-03 00:00:00.000,20000,12.9,819,-49,,14,0,OPEN
1355720,36,2021-07-12 00:00:00.000,3423.22,14.4,629,30,12/31/2022,17,0,CLOSED
11840,48,2021-08-11 00:00:00.000,10000,10.4,703,30,9/30/2024,37,1,DEFAULT
1353760,48,2023-04-13 00:00:00.000,14520,14.4,760,-6,,21,0,OPEN
1616110,48,2023-04-28 00:00:00.000,6830,14.4,759,7,9/30/2024,17,0,CLOSED
1612690,60,2023-07-06 00:00:00.000,15000,16.4,694,-28,10/31/2024,15,0,CLOSED
435210,48,2024-01-18 00:00:00.000,14816.35,11.49,758,44,,12,0,OPEN
1797430,48,2024-03-13 00:00:00.000,14000,13.49,698,41,,10,0,OPEN
